time,price,maxprice,minprice,use_spread,problem_indicator
0,2167.18,2173.90406401,2160.45593599,True,no problemo
2,2162.14034834,2172.0,2152.28069668,True,no problemo
5,2193.91,2198.22,2189.6,True,no problemo
5,2187.34,2189.53,2185.15,True,no problemo
7,2202.13026363,2203.8500000000004,2200.41052726,True,no problemo
7,2197.45707679,2199.37415358,2195.54,True,no problemo
11,2196.58083333,2199.36666666,2193.795,True,no problemo
13,2194.805,2196.745,2192.865,True,no problemo
14,2180.25,2185.99999998,2174.50000002,True,no problemo
15,2179.3929981,2181.7650512,2177.020945,True,no problemo
18,2182.67508,2186.36,2178.99016,True,no problemo
20,2219.66459152,2228.55370318,2210.7754798600004,True,no problemo
26,2224.56999999,2226.85166665,2222.28833333,True,no problemo
26,2228.19368815,2231.6800000000003,2224.7073763,True,no problemo
31,2236.02713986,2249.92153,2222.13274972,True,no problemo
31,2234.81520842,2242.29,2227.34041684,True,no problemo
32,2254.12365968,2261.34731936,2246.9,True,no problemo
33,2241.92810769,2244.42,2239.43621538,True,no problemo
35,2208.42,2212.56,2204.28,True,no problemo
38,2211.764586,2216.31582799,2207.21334401,True,no problemo
39,2225.67749999,2228.34,2223.01499998,True,no problemo
40,2224.40499999,2229.07,2219.73999998,True,no problemo
44,2243.76529925,2250.0983946,2237.4322039000003,True,no problemo
47,2299.55,2304.54,2294.5600000000004,True,no problemo
53,2327.53,2327.53,2327.53,False,no problemo
56,2339.83999999,2339.83999999,2339.83999999,False,no problemo
56,2330.34953234,2330.34953234,2330.34953234,False,no problemo
57,2328.71,2328.71,2328.71,False,no problemo
59,2336.32,2336.32,2336.32,False,no problemo
59,2329.89834775,2329.89834775,2329.89834775,False,no problemo
