t,time,price,maxprice,minprice,use_spread,problem_indicator
2023-01-13 07:00:00,0,18854.50533343,18854.50533343,18854.50533343,False,no problemo
2023-01-13 07:01:00,0,18855.105,18855.105,18855.105,False,no problemo
2023-01-13 07:02:00,1,18846.0,18846.0,18846.0,False,no problemo
2023-01-13 07:03:00,2,18848.41,18848.41,18848.41,False,no problemo
2023-01-13 07:04:00,3,18845.91440908,18845.91440908,18845.91440908,False,no problemo
2023-01-13 07:05:00,4,18844.72003053,18844.72003053,18844.72003053,False,no problemo
2023-01-13 07:06:00,5,18846.90999999,18846.90999999,18846.90999999,False,no problemo
2023-01-13 07:07:00,7,18844.356915,18844.356915,18844.356915,False,no problemo
2023-01-13 07:08:00,8,18841.255,18841.255,18841.255,False,no problemo
2023-01-13 07:09:00,8,18849.32814498,18849.32814498,18849.32814498,False,no problemo
2023-01-13 07:10:00,10,18848.66999999,18848.66999999,18848.66999999,False,no problemo
2023-01-13 07:11:00,11,18843.0625,18843.0625,18843.0625,False,no problemo
2023-01-13 07:12:00,11,18843.76753435,18843.76753435,18843.76753435,False,no problemo
2023-01-13 07:13:00,12,18833.81978374,18833.81978374,18833.81978374,False,no problemo
2023-01-13 07:14:00,14,18835.24716091,18835.24716091,18835.24716091,False,no problemo
2023-01-13 07:15:00,15,18830.75668125,18830.75668125,18830.75668125,False,no problemo
2023-01-13 07:16:00,15,18833.88987256,18833.88987256,18833.88987256,False,no problemo
2023-01-13 07:17:00,17,18832.05,18832.05,18832.05,False,no problemo
2023-01-13 07:18:00,17,18821.0,18821.0,18821.0,False,no problemo
2023-01-13 07:19:00,18,18824.32,18824.32,18824.32,False,no problemo
2023-01-13 07:20:00,19,18820.2625,18820.2625,18820.2625,False,no problemo
2023-01-13 07:21:00,20,18811.61093125,18811.61093125,18811.61093125,False,no problemo
2023-01-13 07:22:00,22,18820.4700465,18820.4700465,18820.4700465,False,no problemo
2023-01-13 07:23:00,23,18813.06249999,18813.06249999,18813.06249999,False,no problemo
2023-01-13 07:24:00,23,18805.045,18805.045,18805.045,False,no problemo
2023-01-13 07:25:00,25,18816.87,18816.87,18816.87,False,no problemo
2023-01-13 07:26:00,25,18806.205,18806.205,18806.205,False,no problemo
2023-01-13 07:27:00,27,18806.5,18806.5,18806.5,False,no problemo
2023-01-13 07:28:00,27,18797.81626233,18797.81626233,18797.81626233,False,no problemo
2023-01-13 07:29:00,29,18791.6725,18791.6725,18791.6725,False,no problemo
2023-01-13 07:30:00,30,18790.67910625,18790.67910625,18790.67910625,False,no problemo
2023-01-13 07:31:00,31,18799.24,18799.24,18799.24,False,no problemo
2023-01-13 07:32:00,32,18799.0,18799.0,18799.0,False,no problemo
2023-01-13 07:33:00,32,18807.295,18807.295,18807.295,False,no problemo
2023-01-13 07:34:00,34,18805.1,18805.1,18805.1,False,no problemo
2023-01-13 07:35:00,35,18809.97,18809.97,18809.97,False,no problemo
2023-01-13 07:36:00,36,18807.85,18807.85,18807.85,False,no problemo
2023-01-13 07:37:00,36,18804.6825,18804.6825,18804.6825,False,no problemo
2023-01-13 07:38:00,37,18807.72569801,18807.72569801,18807.72569801,False,no problemo
2023-01-13 07:39:00,39,18806.87,18806.87,18806.87,False,no problemo
2023-01-13 07:40:00,40,18797.6,18797.6,18797.6,False,no problemo
2023-01-13 07:41:00,41,18801.8,18801.8,18801.8,False,no problemo
2023-01-13 07:42:00,42,18811.75,18811.75,18811.75,False,no problemo
2023-01-13 07:43:00,42,18812.37,18812.37,18812.37,False,no problemo
2023-01-13 07:44:00,43,18813.61671252,18813.61671252,18813.61671252,False,no problemo
2023-01-13 07:45:00,45,18812.28828236,18812.28828236,18812.28828236,False,no problemo
2023-01-13 07:46:00,45,18814.64,18814.64,18814.64,False,no problemo
2023-01-13 07:47:00,46,18820.06678354,18820.06678354,18820.06678354,False,no problemo
2023-01-13 07:48:00,47,18813.0,18813.0,18813.0,False,no problemo
2023-01-13 07:49:00,49,18819.18,18819.18,18819.18,False,no problemo
2023-01-13 07:50:00,49,18815.94679593,18815.94679593,18815.94679593,False,no problemo
2023-01-13 07:51:00,51,18818.5300075,18818.5300075,18818.5300075,False,no problemo
2023-01-13 07:52:00,52,18823.15,18823.15,18823.15,False,no problemo
2023-01-13 07:53:00,52,18826.62999999,18826.62999999,18826.62999999,False,no problemo
2023-01-13 07:54:00,53,18833.7875,18833.7875,18833.7875,False,no problemo
2023-01-13 07:55:00,55,18830.02,18830.02,18830.02,False,no problemo
2023-01-13 07:56:00,55,18821.795,18821.795,18821.795,False,no problemo
2023-01-13 07:57:00,57,18824.0,18824.0,18824.0,False,no problemo
2023-01-13 07:58:00,58,18825.42,18825.42,18825.42,False,no problemo
2023-01-13 07:59:00,58,18825.33,18825.33,18825.33,False,no problemo
