t,time,price,maxprice,minprice,use_spread,problem_indicator
2023-01-13 00:00:00,0,16.5928275,16.5928275,16.5928275,False,no problemo
2023-01-13 00:01:00,0,16.58737606,16.58737606,16.58737606,False,no problemo
2023-01-13 00:02:00,1,16.57849623,16.57849623,16.57849623,False,no problemo
2023-01-13 00:03:00,3,16.5948,16.5948,16.5948,False,no problemo
2023-01-13 00:04:00,4,16.63569462,16.63569462,16.63569462,False,no problemo
2023-01-13 00:05:00,4,16.67033,16.67033,16.67033,False,no problemo
2023-01-13 00:06:00,5,16.637805,16.637805,16.637805,False,no problemo
2023-01-13 00:07:00,6,16.599165,16.599165,16.599165,False,no problemo
2023-01-13 00:08:00,7,16.57450414,16.57450414,16.57450414,False,no problemo
2023-01-13 00:09:00,9,16.54507837,16.54507837,16.54507837,False,no problemo
2023-01-13 00:10:00,9,16.56754906,16.56754906,16.56754906,False,no problemo
2023-01-13 00:11:00,10,16.555815,16.555815,16.555815,False,no problemo
2023-01-13 00:12:00,11,16.52853,16.52853,16.52853,False,no problemo
2023-01-13 00:13:00,13,16.51497649,16.51497649,16.51497649,False,no problemo
2023-01-13 00:14:00,14,16.50521932,16.50521932,16.50521932,False,no problemo
2023-01-13 00:15:00,14,16.501475,16.501475,16.501475,False,no problemo
2023-01-13 00:16:00,15,16.54415864,16.54415864,16.54415864,False,no problemo
2023-01-13 00:17:00,16,16.550395,16.550395,16.550395,False,no problemo
2023-01-13 00:18:00,18,16.56877453,16.56877453,16.56877453,False,no problemo
2023-01-13 00:19:00,18,16.61425763,16.61425763,16.61425763,False,no problemo
2023-01-13 00:20:00,19,16.6407125,16.6407125,16.6407125,False,no problemo
2023-01-13 00:21:00,20,16.6760366,16.6760366,16.6760366,False,no problemo
2023-01-13 00:22:00,21,16.78386804,16.78386804,16.78386804,False,no problemo
2023-01-13 00:23:00,22,16.76438982,16.76438982,16.76438982,False,no problemo
2023-01-13 00:24:00,24,16.775,16.775,16.775,False,no problemo
2023-01-13 00:25:00,24,16.71572024,16.71572024,16.71572024,False,no problemo
2023-01-13 00:26:00,25,16.72395788,16.72395788,16.72395788,False,no problemo
2023-01-13 00:27:00,26,16.68674944,16.68674944,16.68674944,False,no problemo
2023-01-13 00:28:00,27,16.67975,16.67975,16.67975,False,no problemo
2023-01-13 00:29:00,28,16.64585288,16.64585288,16.64585288,False,no problemo
2023-01-13 00:30:00,29,16.63182929,16.63182929,16.63182929,False,no problemo
2023-01-13 00:31:00,30,16.59642723,16.59642723,16.59642723,False,no problemo
2023-01-13 00:32:00,31,16.57719799,16.57719799,16.57719799,False,no problemo
2023-01-13 00:33:00,33,16.53095867,16.53095867,16.53095867,False,no problemo
2023-01-13 00:34:00,34,16.555602,16.555602,16.555602,False,no problemo
2023-01-13 00:35:00,35,16.55420861,16.55420861,16.55420861,False,no problemo
2023-01-13 00:36:00,36,16.51924312,16.51924312,16.51924312,False,no problemo
2023-01-13 00:37:00,37,16.49650675,16.49650675,16.49650675,False,no problemo
2023-01-13 00:38:00,37,16.470165,16.470165,16.470165,False,no problemo
2023-01-13 00:39:00,39,16.45840144,16.45840144,16.45840144,False,no problemo
2023-01-13 00:40:00,39,16.45081581,16.45081581,16.45081581,False,no problemo
2023-01-13 00:41:00,40,16.4076,16.4076,16.4076,False,no problemo
2023-01-13 00:42:00,42,16.41488281,16.41488281,16.41488281,False,no problemo
2023-01-13 00:43:00,42,16.445,16.445,16.445,False,no problemo
2023-01-13 00:44:00,43,16.36777506,16.36777506,16.36777506,False,no problemo
2023-01-13 00:45:00,44,16.35503396,16.35503396,16.35503396,False,no problemo
2023-01-13 00:46:00,46,16.40523447,16.40523447,16.40523447,False,no problemo
2023-01-13 00:47:00,47,16.419591,16.419591,16.419591,False,no problemo
2023-01-13 00:48:00,48,16.435,16.435,16.435,False,no problemo
2023-01-13 00:49:00,49,16.45275,16.45275,16.45275,False,no problemo
2023-01-13 00:50:00,49,16.42544258,16.42544258,16.42544258,False,no problemo
2023-01-13 00:51:00,51,16.435393,16.435393,16.435393,False,no problemo
2023-01-13 00:52:00,52,16.43505,16.43505,16.43505,False,no problemo
2023-01-13 00:53:00,52,16.46554634,16.46554634,16.46554634,False,no problemo
2023-01-13 00:54:00,53,16.46330884,16.46330884,16.46330884,False,no problemo
2023-01-13 00:55:00,55,16.43041785,16.43041785,16.43041785,False,no problemo
2023-01-13 00:56:00,56,16.42472592,16.42472592,16.42472592,False,no problemo
2023-01-13 00:57:00,57,16.42590151,16.42590151,16.42590151,False,no problemo
2023-01-13 00:58:00,58,16.44169375,16.44169375,16.44169375,False,no problemo
2023-01-13 00:59:00,59,16.42579258,16.42579258,16.42579258,False,no problemo
