t,time,price,maxprice,minprice,use_spread,problem_indicator
2022-05-11 18:01:00,0,29845.25,29845.25,29845.25,False,no problemo
2022-05-11 18:02:00,1,29870.83349884,29870.83349884,29870.83349884,False,no problemo
2022-05-11 18:03:00,3,29805.95777499,29805.95777499,29805.95777499,False,no problemo
2022-05-11 18:04:00,4,29796.05943432,29796.05943432,29796.05943432,False,no problemo
2022-05-11 18:05:00,5,29928.0509,29928.0509,29928.0509,False,no problemo
2022-05-11 18:06:00,5,29952.34032,29952.34032,29952.34032,False,no problemo
2022-05-11 18:07:00,7,29964.075,29964.075,29964.075,False,no problemo
2022-05-11 18:08:00,8,29827.98273999,29827.98273999,29827.98273999,False,no problemo
2022-05-11 18:09:00,9,29834.22478674,29834.22478674,29834.22478674,False,no problemo
2022-05-11 18:10:00,9,29811.69839998,29811.69839998,29811.69839998,False,no problemo
2022-05-11 18:11:00,10,29748.53646494,29748.53646494,29748.53646494,False,no problemo
2022-05-11 18:12:00,11,29840.25016164,29840.25016164,29840.25016164,False,no problemo
2022-05-11 18:13:00,12,29813.94924999,29813.94924999,29813.94924999,False,no problemo
2022-05-11 18:14:00,14,29730.75,29730.75,29730.75,False,no problemo
2022-05-11 18:15:00,14,29790.4682091,29790.4682091,29790.4682091,False,no problemo
2022-05-11 18:16:00,15,29849.1725,29849.1725,29849.1725,False,no problemo
2022-05-11 18:17:00,16,29810.15546055,29810.15546055,29810.15546055,False,no problemo
2022-05-11 18:18:00,18,29819.695,29819.695,29819.695,False,no problemo
2022-05-11 18:19:00,18,29846.73531154,29846.73531154,29846.73531154,False,no problemo
2022-05-11 18:20:00,20,29862.59953172,29862.59953172,29862.59953172,False,no problemo
2022-05-11 18:21:00,21,29952.15,29952.15,29952.15,False,no problemo
2022-05-11 18:26:00,26,30042.425,30042.425,30042.425,False,no problemo
2022-05-11 18:27:00,26,30126.45398902,30126.45398902,30126.45398902,False,no problemo
2022-05-11 18:28:00,27,30146.5211815,30146.5211815,30146.5211815,False,no problemo
2022-05-11 18:29:00,28,30062.73223744,30062.73223744,30062.73223744,False,no problemo
2022-05-11 18:30:00,29,30120.44,30120.44,30120.44,False,no problemo
2022-05-11 18:31:00,31,30079.375,30079.375,30079.375,False,no problemo
2022-05-11 18:32:00,31,29999.91027783,29999.91027783,29999.91027783,False,no problemo
2022-05-11 18:33:00,32,30015.0,30015.0,30015.0,False,no problemo
2022-05-11 18:34:00,33,29941.52701109,29941.52701109,29941.52701109,False,no problemo
2022-05-11 18:35:00,34,29975.49774174,29975.49774174,29975.49774174,False,no problemo
2022-05-11 18:36:00,36,30047.18609235,30047.18609235,30047.18609235,False,no problemo
2022-05-11 18:37:00,37,30066.60208338,30066.60208338,30066.60208338,False,no problemo
2022-05-11 18:38:00,38,30122.09198303,30122.09198303,30122.09198303,False,no problemo
2022-05-11 18:39:00,38,30127.65577,30127.65577,30127.65577,False,no problemo
2022-05-11 18:40:00,40,30042.25999999,30042.25999999,30042.25999999,False,no problemo
2022-05-11 18:41:00,41,30108.5,30108.5,30108.5,False,no problemo
2022-05-11 18:42:00,42,30097.94025,30097.94025,30097.94025,False,no problemo
2022-05-11 18:43:00,42,30046.24990757,30046.24990757,30046.24990757,False,no problemo
2022-05-11 18:44:00,43,30037.71134998,30037.71134998,30037.71134998,False,no problemo
2022-05-11 18:45:00,45,30055.99644241,30055.99644241,30055.99644241,False,no problemo
2022-05-11 18:46:00,45,30190.26,30190.26,30190.26,False,no problemo
2022-05-11 18:47:00,46,29980.30843922,29980.30843922,29980.30843922,False,no problemo
2022-05-11 18:48:00,47,29914.08,29914.08,29914.08,False,no problemo
2022-05-11 18:49:00,49,29843.3900125,29843.3900125,29843.3900125,False,no problemo
2022-05-11 18:50:00,50,29879.77,29879.77,29879.77,False,no problemo
2022-05-11 18:51:00,50,29855.65306466,29855.65306466,29855.65306466,False,no problemo
2022-05-11 18:52:00,51,29842.62259405,29842.62259405,29842.62259405,False,no problemo
2022-05-11 18:53:00,52,29865.74,29865.74,29865.74,False,no problemo
2022-05-11 18:54:00,54,29880.0,29880.0,29880.0,False,no problemo
2022-05-11 18:55:00,55,29890.19210951,29890.19210951,29890.19210951,False,no problemo
2022-05-11 18:56:00,55,29855.5175,29855.5175,29855.5175,False,no problemo
2022-05-11 18:57:00,57,29889.16062548,29889.16062548,29889.16062548,False,no problemo
2022-05-11 18:58:00,57,29810.67715765,29810.67715765,29810.67715765,False,no problemo
2022-05-11 18:59:00,58,29811.56409724,29811.56409724,29811.56409724,False,no problemo
